id,DT,NFC,SM
P-1290,0.01,0.56,0.13
P-1291,0.01,0.58,0.41
P-1292,0.01,0.65,0.12
P-1293,0.01,0.27,0.25
P-1294,0.02,0.34,0.02
P-1295,0.01,0.53,0.16
P-1296,0.01,0.32,0.01
P-1297,0.01,0.49,0.32
P-1298,0.01,0.47,0.01
P-1299,0.01,0.71,0.11
P-1300,0.01,0.48,0.15
P-1301,0.01,0.52,0.21
P-1302,0.01,0.51,0.16
P-1303,0.01,0.66,0.34
P-1304,0.01,0.28,0.12
P-1305,0.01,0.72,0.40
P-1306,0.01,0.61,0.38
P-1307,0.01,0.46,0.42
P-1308,0.01,0.38,0.31
P-1309,0.01,0.53,0.35
P-1310,0.01,0.56,0.03
P-1311,0.01,0.44,0.12
P-1312,0.01,0.53,0.43
P-1313,0.01,0.60,0.30
P-1314,0.01,0.51,0.32
P-1315,0.01,0.43,0.01
P-1316,0.01,0.50,0.37
P-1317,0.01,0.53,0.32
P-1318,0.01,0.66,0.43
P-1319,0.06,0.35,0.34
P-1320,0.01,0.65,0.24
P-1321,0.01,0.74,0.32
P-1322,0.01,0.43,0.01
P-1323,0.01,0.45,0.11
P-1324,0.01,0.73,0.35
P-1325,0.01,0.58,0.19
P-1326,0.01,0.42,0.01
P-1327,0.11,0.38,0.29
P-1328,0.01,0.54,0.16
P-1329,0.01,0.33,0.15
P-1330,0.01,0.58,0.32
P-1331,0.01,0.39,0.17
P-1332,0.01,0.52,0.21
P-1333,0.01,0.45,0.04
P-1334,0.01,0.48,0.45
P-1335,0.01,0.42,0.15
P-1336,0.01,0.41,0.12
P-1337,0.01,0.34,0.02
P-1338,0.01,0.39,0.15
P-1339,0.01,0.51,0.02
P-1340,0.01,0.53,0.10
P-1341,0.01,0.61,0.07
P-1342,0.01,0.52,0.23
P-1343,0.01,0.47,0.16
P-1344,0.01,0.47,0.40
P-1345,0.01,0.45,0.16
P-1346,0.01,0.54,0.20
P-1347,0.01,0.32,0.29
P-1348,0.01,0.43,0.25
P-1349,0.01,0.43,0.25
P-1350,0.01,0.43,0.07
P-1351,0.01,0.34,0.01
P-1352,0.01,0.65,0.37
P-1353,0.01,0.31,0.31
P-1354,0.01,0.43,0.04
P-1355,0.01,0.55,0.08
P-1356,0.01,0.45,0.21
P-1357,0.01,0.43,0.15
P-1358,0.01,0.40,0.22
P-1359,0.01,0.56,0.40
P-1360,0.01,0.43,0.01
P-1361,0.01,0.49,0.18
P-1362,0.01,0.42,0.01
P-1363,0.01,0.50,0.23
P-1364,0.01,0.48,0.19
P-1365,0.01,0.51,0.08
P-1366,0.01,0.29,0.15
P-1367,0.01,0.48,0.19
P-1368,0.01,0.72,0.38
P-1369,0.01,0.65,0.26
P-1370,0.01,0.58,0.14
P-1371,0.01,0.48,0.28
P-1372,0.01,0.46,0.02
P-1373,0.01,0.67,0.11
P-1374,0.01,0.59,0.51
P-1375,0.01,0.36,0.25
P-1376,0.01,0.73,0.27
P-1377,0.01,0.47,0.19
P-1378,0.01,0.41,0.35
P-1379,0.01,0.56,0.30
P-1380,0.01,0.56,0.30
P-1381,0.01,0.39,0.17
P-1382,0.01,0.34,0.11
P-1383,0.01,0.45,0.05
P-1384,0.01,0.40,0.42
P-1385,0.01,0.49,0.29
P-1386,0.01,0.39,0.14
P-1387,0.01,0.55,0.16
P-1388,0.01,0.69,0.19
P-1389,0.01,0.35,0.11
P-1390,0.01,0.45,0.27
P-1391,0.01,0.54,0.07
P-1392,0.01,0.43,0.01
P-1393,0.01,0.32,0.01
P-1394,0.01,0.69,0.22
P-1395,0.01,0.52,0.12
P-1396,0.01,0.55,0.17
P-1397,0.01,0.41,0.22
P-1398,0.01,0.52,0.02
P-1399,0.01,0.58,0.24
P-1400,0.01,0.41,0.23
P-1401,0.01,0.42,0.01
P-1402,0.01,0.70,0.45
P-1403,0.01,0.43,0.19
P-1404,0.01,0.40,0.01
P-1405,0.01,0.48,0.01
P-1406,0.01,0.54,0.49
P-1407,0.01,0.36,0.01
P-1408,0.01,0.46,0.25
P-1409,0.01,0.29,0.20
P-1410,0.01,0.75,0.16
P-1411,0.01,0.79,0.22
P-1412,0.01,0.51,0.13
P-1413,0.01,0.50,0.01
P-1414,0.01,0.53,0.29
P-1415,0.01,0.56,0.25
P-1416,0.01,0.43,0.26
P-1417,0.01,0.31,0.41
P-1418,0.01,0.57,0.34
P-1419,0.01,0.56,0.36
P-1420,0.01,0.65,0.32
P-1421,0.01,0.50,0.34
P-1422,0.01,0.67,0.05
P-1423,0.01,0.40,0.10
P-1424,0.01,0.43,0.21
P-1425,0.01,0.50,0.28
P-1426,0.01,0.50,0.10
P-1427,0.01,0.46,0.30
P-1428,0.01,0.49,0.10
P-1429,0.01,0.59,0.01
P-1430,0.01,0.36,0.01
P-1431,0.01,0.53,0.21
P-1432,0.01,0.59,0.01
P-1433,0.01,0.44,0.23
P-1434,0.01,0.35,0.01
P-1435,0.01,0.68,0.20
P-1436,0.01,0.62,0.14
P-1437,0.01,0.68,0.27
P-1438,0.01,0.49,0.06
P-1439,0.01,0.68,0.31
P-1440,0.01,0.33,0.16
P-1441,0.01,0.77,0.16
P-1442,0.01,0.51,0.13
P-1443,0.01,0.41,0.06
P-1444,0.01,0.64,0.16
P-1445,0.01,0.26,0.01
P-1446,0.01,0.75,0.25
P-1447,0.01,0.48,0.35
P-1448,0.01,0.48,0.14
P-1449,0.01,0.78,0.34
P-1450,0.01,0.65,0.40
P-1451,0.01,0.53,0.21
P-1452,0.01,0.51,0.01
P-1453,0.01,0.51,0.25
P-1454,0.01,0.51,0.12
P-1455,0.01,0.68,0.27
P-1456,0.01,0.44,0.43
P-1457,0.01,0.43,0.14
P-1458,0.01,0.53,0.20
P-1459,0.01,0.70,0.04
P-1460,0.01,0.60,0.19
P-1461,0.01,0.41,0.01
P-1462,0.01,0.59,0.25
P-1463,0.01,0.54,0.12
P-1464,0.01,0.65,0.18
P-1465,0.01,0.57,0.01
P-1466,0.01,0.49,0.08
P-1467,0.01,0.33,0.13
P-1468,0.01,0.50,0.18
P-1469,0.01,0.44,0.19
P-1470,0.01,0.42,0.21
P-1471,0.01,0.81,0.35
P-1472,0.01,0.73,0.20
P-1473,0.01,0.43,0.12
P-1474,0.01,0.57,0.10
P-1475,0.01,0.59,0.19
P-1476,0.01,0.78,0.37
P-1477,0.01,0.49,0.10
P-1478,0.01,0.31,0.40
P-1479,0.01,0.82,0.32
P-1480,0.01,0.69,0.25
P-1481,0.01,0.55,0.28
P-1482,0.01,0.33,0.13
P-1483,0.01,0.55,0.02
P-1484,0.01,0.76,0.34
P-1485,0.01,0.73,0.41
P-1486,0.01,0.45,0.41
P-1487,0.01,0.42,0.42
P-1488,0.01,0.47,0.04
P-1489,0.02,0.41,0.27
P-1490,0.01,0.66,0.01
P-1491,0.01,0.53,0.27
P-1492,0.01,0.45,0.28
P-1493,0.01,0.17,0.01
P-1494,0.01,0.31,0.01
P-1495,0.01,0.48,0.22
P-1496,0.01,0.22,0.14
P-1497,0.01,0.43,0.05
P-1498,0.01,0.32,0.15
P-1499,0.01,0.65,0.09
P-1500,0.01,0.60,0.20
P-1501,0.01,0.37,0.09
P-1502,0.01,0.84,0.42
P-1503,0.01,0.32,0.41
P-1504,0.01,0.42,0.20
P-1505,0.01,0.53,0.34
P-1506,0.01,0.62,0.10
P-1507,0.01,0.38,0.09
P-1508,0.01,0.23,0.01
P-1509,0.01,0.40,0.14
P-1510,0.01,0.45,0.20
P-1511,0.01,0.62,0.47
P-1512,0.01,0.65,0.30
P-1513,0.01,0.46,0.08
P-1514,0.01,0.38,0.26
P-1515,0.01,0.43,0.20
P-1516,0.01,0.68,0.20
P-1517,0.01,0.43,0.19
P-1518,0.01,0.27,0.39
P-1519,0.01,0.54,0.27
P-1520,0.01,0.41,0.12
P-1521,0.01,0.63,0.33
P-1522,0.01,0.38,0.01
P-1523,0.01,0.42,0.32
P-1524,0.01,0.41,0.25
P-1525,0.01,0.50,0.18
P-1526,0.01,0.52,0.19
P-1527,0.01,0.34,0.11
P-1528,0.01,0.77,0.15
P-1529,0.01,0.33,0.11
P-1530,0.01,0.45,0.32
P-1531,0.01,0.51,0.10
P-1532,0.01,0.51,0.22
P-1533,0.01,0.29,0.14
P-1534,0.01,0.65,0.37
P-1535,0.01,0.56,0.01
P-1536,0.01,0.47,0.13
P-1537,0.01,0.82,0.30
P-1538,0.01,0.49,0.40
P-1539,0.01,0.37,0.23
P-1540,0.01,0.65,0.52
P-1541,0.01,0.55,0.15
P-1542,0.01,0.18,0.01
P-1543,0.01,0.17,0.02
P-1544,0.01,0.38,0.13
P-1545,0.01,0.65,0.48
P-1546,0.01,0.40,0.01
P-1547,0.01,0.47,0.16
P-1548,0.01,0.35,0.22
P-1549,0.01,0.46,0.01
P-1550,0.01,0.71,0.36
P-1551,0.01,0.48,0.03
P-1552,0.01,0.52,0.09
P-1553,0.01,0.55,0.01
P-1554,0.01,0.41,0.07
P-1555,0.01,0.43,0.16
P-1556,0.01,0.60,0.08
P-1557,0.01,0.49,0.27
P-1558,0.01,0.61,0.25
P-1559,0.09,0.25,0.01
P-1560,0.01,0.65,0.01
P-1561,0.01,0.41,0.15
P-1562,0.01,0.45,0.13
P-1563,0.01,0.67,0.15
P-1564,0.01,0.54,0.11
P-1565,0.01,0.80,0.41
P-1566,0.01,0.59,0.19
P-1567,0.01,0.42,0.27
P-1568,0.01,0.68,0.19
P-1569,0.01,0.57,0.19
P-1570,0.01,0.36,0.49
P-1571,0.01,0.44,0.34
P-1572,0.01,0.67,0.35
P-1573,0.01,0.43,0.10
P-1574,0.01,0.39,0.01
P-1575,0.01,0.37,0.14
P-1576,0.01,0.47,0.16
P-1577,0.01,0.67,0.18
P-1578,0.01,0.29,0.36
P-1579,0.01,0.64,0.08
P-1580,0.01,0.52,0.48
P-1581,0.01,0.68,0.17
P-1582,0.01,0.66,0.19
P-1583,0.01,0.49,0.23
P-1584,0.01,0.47,0.20
P-1585,0.01,0.64,0.39
P-1586,0.01,0.60,0.46
P-1587,0.01,0.78,0.20
P-1588,0.01,0.59,0.32
P-1589,0.01,0.42,0.34
P-1590,0.01,0.60,0.01
P-1591,0.01,0.60,0.18
P-1592,0.01,0.72,0.03
P-1593,0.01,0.61,0.09
P-1594,0.01,0.43,0.27
P-1595,0.01,0.54,0.29
P-1596,0.01,0.38,0.16
P-1597,0.01,0.19,0.14
P-1598,0.01,0.70,0.12
P-1599,0.01,0.51,0.05
P-1600,0.01,0.79,0.40
P-1601,0.01,0.31,0.13
P-1602,0.01,0.76,0.19
P-1603,0.01,0.44,0.23
P-1604,0.01,0.49,0.04
P-1605,0.01,0.53,0.01
P-1606,0.01,0.48,0.27
P-1607,0.01,0.37,0.01
P-1608,0.01,0.75,0.43
P-1609,0.01,0.44,0.34
P-1610,0.01,0.46,0.03
P-1611,0.01,0.41,0.16
P-1612,0.01,0.37,0.13
P-1613,0.01,0.71,0.09
P-1614,0.01,0.45,0.12
P-1615,0.01,0.71,0.26
P-1616,0.01,0.68,0.26
P-1617,0.01,0.50,0.23
P-1618,0.01,0.54,0.05
P-1619,0.01,0.42,0.07
P-1620,0.01,0.55,0.21
P-1621,0.01,0.55,0.24
P-1622,0.01,0.36,0.12
P-1623,0.01,0.53,0.05
P-1624,0.01,0.42,0.39
P-1625,0.01,0.46,0.39
P-1626,0.01,0.28,0.14
P-1627,0.01,0.32,0.20
P-1628,0.01,0.30,0.08
P-1629,0.01,0.34,0.38
P-1630,0.01,0.67,0.39
P-1631,0.01,0.40,0.01
P-1632,0.01,0.43,0.01
P-1633,0.01,0.33,0.20
P-1634,0.01,0.41,0.33
P-1635,0.01,0.57,0.35
P-1636,0.01,0.52,0.26
P-1637,0.01,0.49,0.02
P-1638,0.01,0.58,0.20
P-1639,0.01,0.45,0.16
P-1640,0.01,0.49,0.14
P-1641,0.01,0.73,0.49
P-1642,0.01,0.64,0.20
P-1643,0.01,0.55,0.37
P-1644,0.01,0.62,0.21
P-1645,0.01,0.67,0.06
P-1646,0.01,0.37,0.12
P-1647,0.01,0.47,0.20
P-1648,0.01,0.44,0.09
P-1649,0.01,0.51,0.10
P-1650,0.01,0.68,0.19
P-1651,0.01,0.74,0.14
P-1652,0.01,0.50,0.37
P-1653,0.01,0.49,0.14
P-1654,0.01,0.41,0.30
P-1655,0.01,0.61,0.12
P-1656,0.01,0.48,0.16
P-1657,0.01,0.43,0.24
P-1658,0.01,0.41,0.15
P-1659,0.01,0.58,0.38
P-1660,0.01,0.48,0.46
P-1661,0.01,0.46,0.21
P-1662,0.01,0.50,0.09
P-1663,0.01,0.56,0.15
P-1664,0.01,0.30,0.02
P-1665,0.01,0.47,0.12
P-1666,0.01,0.61,0.15
P-1667,0.01,0.67,0.35
P-1668,0.01,0.47,0.08
P-1669,0.01,0.40,0.01
P-1670,0.01,0.57,0.22
P-1671,0.01,0.49,0.21
P-1672,0.01,0.53,0.13
P-1673,0.01,0.71,0.32
P-1674,0.01,0.43,0.12
P-1675,0.01,0.29,0.01
P-1676,0.01,0.24,0.01
P-1677,0.01,0.59,0.02
P-1678,0.01,0.57,0.19
P-1679,0.01,0.36,0.01
P-1680,0.01,0.72,0.07
P-1681,0.01,0.12,0.20
P-1682,0.01,0.57,0.08
P-1683,0.01,0.49,0.48
P-1684,0.01,0.51,0.02
P-1685,0.01,0.62,0.39
P-1686,0.01,0.61,0.34
P-1687,0.01,0.52,0.17
P-1688,0.01,0.49,0.16
P-1689,0.01,0.48,0.13
P-1690,0.01,0.48,0.24
P-1691,0.01,0.26,0.05
P-1692,0.01,0.66,0.29
P-1693,0.01,0.50,0.16
P-1694,0.01,0.51,0.18
P-1695,0.01,0.64,0.20
P-1696,0.01,0.48,0.02
P-1697,0.01,0.20,0.12
P-1698,0.01,0.56,0.14
P-1699,0.01,0.59,0.14
P-1700,0.01,0.62,0.44
P-1701,0.01,0.61,0.16
P-1702,0.01,0.62,0.32
P-1703,0.01,0.59,0.16
P-1704,0.01,0.51,0.30
P-1705,0.01,0.62,0.18
P-1706,0.01,0.45,0.01
P-1707,0.01,0.73,0.14
P-1708,0.01,0.73,0.29
P-1709,0.01,0.53,0.27
P-1710,0.01,0.69,0.35
P-1711,0.01,0.59,0.25
P-1712,0.01,0.35,0.13
P-1713,0.01,0.49,0.21
P-1714,0.01,0.57,0.29
P-1715,0.01,0.49,0.17
P-1716,0.01,0.36,0.01
P-1717,0.01,0.64,0.63
P-1718,0.01,0.44,0.02
P-1719,0.01,0.39,0.13
P-1720,0.01,0.53,0.37
P-1721,0.01,0.50,0.06
P-1722,0.01,0.35,0.22
P-1723,0.01,0.73,0.16
P-1724,0.01,0.29,0.21
P-1725,0.01,0.51,0.35
P-1726,0.01,0.49,0.25
P-1727,0.01,0.47,0.06
P-1728,0.01,0.53,0.19
P-1729,0.01,0.57,0.20
P-1730,0.01,0.30,0.22
P-1731,0.01,0.56,0.35
P-1732,0.01,0.41,0.14
P-1733,0.01,0.68,0.24
P-1734,0.01,0.36,0.17
P-1735,0.01,0.62,0.32
P-1736,0.01,0.70,0.32
P-1737,0.01,0.43,0.33
P-1738,0.01,0.56,0.27
P-1739,0.01,0.69,0.02
P-1740,0.01,0.54,0.40
P-1741,0.01,0.48,0.36
P-1742,0.01,0.74,0.15
P-1743,0.01,0.27,0.02
P-1744,0.01,0.37,0.36
P-1745,0.01,0.43,0.29
P-1746,0.01,0.33,0.24
P-1747,0.01,0.49,0.32
P-1748,0.01,0.60,0.25
P-1749,0.01,0.34,0.08
P-1750,0.01,0.39,0.20
P-1751,0.01,0.48,0.01
P-1752,0.01,0.80,0.34
P-1753,0.01,0.61,0.30
P-1754,0.01,0.39,0.01
P-1755,0.01,0.60,0.07
P-1756,0.01,0.56,0.35
P-1757,0.01,0.46,0.18
P-1758,0.01,0.67,0.11
P-1759,0.01,0.39,0.16
P-1760,0.01,0.51,0.01
P-1761,0.01,0.31,0.04
P-1762,0.01,0.68,0.41
P-1763,0.01,0.77,0.30
P-1764,0.01,0.49,0.26
P-1765,0.01,0.66,0.11
P-1766,0.01,0.61,0.48
P-1767,0.01,0.74,0.26
P-1768,0.01,0.60,0.15
P-1769,0.01,0.30,0.06
P-1770,0.01,0.53,0.18
P-1771,0.01,0.52,0.15
P-1772,0.01,0.55,0.39
P-1773,0.08,0.42,0.19
P-1774,0.01,0.56,0.18
P-1775,0.01,0.63,0.22
P-1776,0.01,0.40,0.10
P-1777,0.01,0.46,0.35
P-1778,0.01,0.65,0.01
P-1779,0.01,0.36,0.23
P-1780,0.01,0.56,0.29
P-1781,0.01,0.33,0.30
P-1782,0.01,0.57,0.27
P-1783,0.01,0.48,0.26
P-1784,0.01,0.53,0.10
P-1785,0.01,0.43,0.18
P-1786,0.01,0.54,0.33
P-1787,0.01,0.65,0.25
P-1788,0.01,0.59,0.21
P-1789,0.01,0.44,0.26
P-1790,0.01,0.64,0.14
P-1791,0.01,0.53,0.47
P-1792,0.01,0.40,0.19
P-1793,0.01,0.48,0.22
P-1794,0.01,0.35,0.27
P-1795,0.01,0.69,0.25
P-1796,0.01,0.57,0.01
P-1797,0.01,0.53,0.23
P-1798,0.01,0.49,0.46
P-1799,0.01,0.57,0.23
P-1800,0.01,0.65,0.22
