id,DT,NFC,SM
P-0705,0.01,0.67,0.36
P-0706,0.01,0.47,0.08
P-0707,0.01,0.27,0.01
P-0708,0.01,0.79,0.39
P-0709,0.01,0.64,0.15
P-0710,0.01,0.59,0.21
P-0711,0.01,0.52,0.12
P-0712,0.01,0.55,0.35
P-0713,0.01,0.53,0.23
P-0714,0.01,0.42,0.40
P-0715,0.01,0.16,0.01
P-0716,0.01,0.67,0.11
P-0717,0.01,0.55,0.16
P-0718,0.01,0.67,0.26
P-0719,0.01,0.43,0.01
P-0720,0.01,0.35,0.02
P-0721,0.01,0.65,0.18
P-0722,0.01,0.47,0.01
P-0723,0.01,0.51,0.31
P-0724,0.01,0.52,0.21
P-0725,0.01,0.65,0.10
P-0726,0.01,0.43,0.06
P-0727,0.01,0.46,0.18
P-0728,0.01,0.58,0.05
P-0729,0.01,0.38,0.26
P-0730,0.01,0.66,0.29
P-0731,0.01,0.29,0.01
P-0732,0.02,0.37,0.19
P-0733,0.01,0.68,0.39
P-0734,0.01,0.61,0.17
P-0735,0.01,0.46,0.04
P-0736,0.01,0.53,0.36
P-0737,0.01,0.65,0.26
P-0738,0.01,0.55,0.46
P-0739,0.01,0.53,0.13
P-0740,0.01,0.54,0.19
P-0741,0.01,0.60,0.30
P-0742,0.01,0.72,0.41
P-0743,0.01,0.69,0.20
P-0744,0.01,0.43,0.17
P-0745,0.01,0.54,0.13
P-0746,0.01,0.55,0.29
P-0747,0.01,0.60,0.12
P-0748,0.01,0.36,0.14
P-0749,0.01,0.28,0.27
P-0750,0.01,0.70,0.44
P-0751,0.01,0.61,0.34
P-0752,0.01,0.46,0.08
P-0753,0.01,0.56,0.16
P-0754,0.01,0.44,0.01
P-0755,0.01,0.50,0.25
P-0756,0.01,0.48,0.10
P-0757,0.01,0.42,0.16
P-0758,0.01,0.33,0.19
P-0759,0.01,0.61,0.32
P-0760,0.01,0.43,0.18
P-0761,0.01,0.72,0.48
P-0762,0.01,0.52,0.05
P-0763,0.01,0.59,0.15
P-0764,0.01,0.46,0.40
P-0765,0.01,0.78,0.45
P-0766,0.01,0.50,0.39
P-0767,0.01,0.36,0.05
P-0768,0.01,0.42,0.21
P-0769,0.01,0.37,0.12
P-0770,0.01,0.65,0.16
P-0771,0.01,0.74,0.12
P-0772,0.01,0.42,0.22
P-0773,0.01,0.52,0.40
P-0774,0.01,0.82,0.43
P-0775,0.01,0.49,0.41
P-0776,0.01,0.39,0.15
P-0777,0.01,0.61,0.23
P-0778,0.01,0.53,0.01
P-0779,0.02,0.39,0.13
P-0780,0.01,0.62,0.42
P-0781,0.01,0.58,0.33
P-0782,0.01,0.56,0.24
P-0783,0.01,0.43,0.26
P-0784,0.01,0.33,0.03
P-0785,0.05,0.37,0.24
P-0786,0.01,0.50,0.19
P-0787,0.01,0.50,0.07
P-0788,0.01,0.61,0.12
P-0789,0.01,0.59,0.24
P-0790,0.01,0.55,0.01
P-0791,0.01,0.31,0.01
P-0792,0.01,0.45,0.23
P-0793,0.01,0.40,0.20
P-0794,0.01,0.43,0.08
P-0795,0.01,0.54,0.46
P-0796,0.01,0.60,0.30
P-0797,0.01,0.61,0.45
P-0798,0.01,0.33,0.03
P-0799,0.01,0.62,0.24
P-0800,0.01,0.56,0.16
P-0801,0.01,0.51,0.17
P-0802,0.01,0.57,0.25
P-0803,0.01,0.67,0.29
P-0804,0.01,0.55,0.15
P-0805,0.01,0.80,0.31
P-0806,0.01,0.39,0.11
P-0807,0.01,0.37,0.20
P-0808,0.01,0.55,0.28
P-0809,0.01,0.57,0.15
P-0810,0.01,0.68,0.36
P-0811,0.01,0.73,0.48
P-0812,0.01,0.42,0.09
P-0813,0.01,0.60,0.27
P-0814,0.01,0.54,0.44
P-0815,0.01,0.63,0.44
P-0816,0.01,0.68,0.27
P-0817,0.01,0.64,0.22
P-0818,0.01,0.46,0.27
P-0819,0.01,0.45,0.07
P-0820,0.01,0.59,0.45
P-0821,0.01,0.52,0.12
P-0822,0.01,0.35,0.01
P-0823,0.01,0.44,0.01
P-0824,0.01,0.36,0.13
P-0825,0.01,0.61,0.16
P-0826,0.01,0.21,0.18
P-0827,0.01,0.67,0.21
P-0828,0.01,0.41,0.16
P-0829,0.01,0.71,0.59
P-0830,0.01,0.46,0.16
P-0831,0.01,0.47,0.15
P-0832,0.01,0.56,0.35
P-0833,0.01,0.67,0.40
P-0834,0.01,0.52,0.11
P-0835,0.01,0.32,0.08
P-0836,0.01,0.44,0.30
P-0837,0.01,0.60,0.22
P-0838,0.01,0.42,0.01
P-0839,0.01,0.45,0.16
P-0840,0.01,0.62,0.17
P-0841,0.01,0.61,0.10
P-0842,0.01,0.55,0.06
P-0843,0.01,0.45,0.18
P-0844,0.01,0.43,0.26
P-0845,0.01,0.37,0.33
P-0846,0.01,0.62,0.06
P-0847,0.01,0.44,0.01
P-0848,0.01,0.40,0.01
P-0849,0.01,0.67,0.22
P-0850,0.01,0.49,0.06
P-0851,0.01,0.63,0.46
P-0852,0.01,0.47,0.10
P-0853,0.01,0.56,0.12
P-0854,0.01,0.52,0.11
P-0855,0.01,0.51,0.18
P-0856,0.01,0.62,0.23
P-0857,0.01,0.68,0.49
P-0858,0.01,0.57,0.07
P-0859,0.01,0.36,0.19
P-0860,0.01,0.51,0.14
P-0861,0.01,0.44,0.02
P-0862,0.01,0.32,0.24
P-0863,0.01,0.39,0.10
P-0864,0.01,0.46,0.15
P-0865,0.01,0.51,0.25
P-0866,0.01,0.63,0.25
P-0867,0.01,0.46,0.17
P-0868,0.01,0.28,0.01
P-0869,0.01,0.54,0.38
P-0870,0.01,0.66,0.10
P-0871,0.01,0.45,0.31
P-0872,0.01,0.36,0.01
P-0873,0.01,0.57,0.32
P-0874,0.01,0.52,0.11
P-0875,0.01,0.44,0.13
P-0876,0.01,0.42,0.20
P-0877,0.01,0.39,0.12
P-0878,0.01,0.42,0.15
P-0879,0.01,0.51,0.44
P-0880,0.01,0.64,0.01
P-0881,0.01,0.60,0.39
P-0882,0.01,0.41,0.16
P-0883,0.01,0.49,0.05
P-0884,0.01,0.49,0.18
P-0885,0.01,0.55,0.34
P-0886,0.01,0.39,0.32
P-0887,0.01,0.37,0.18
P-0888,0.01,0.43,0.23
P-0889,0.01,0.48,0.22
P-0890,0.01,0.28,0.09
P-0891,0.01,0.35,0.07
P-0892,0.01,0.45,0.10
P-0893,0.01,0.46,0.25
P-0894,0.01,0.41,0.07
P-0895,0.01,0.42,0.01
P-0896,0.01,0.48,0.14
P-0897,0.01,0.48,0.12
P-0898,0.01,0.46,0.01
P-0899,0.01,0.63,0.22
P-0900,0.01,0.39,0.40
P-0901,0.01,0.39,0.35
P-0902,0.01,0.38,0.27
P-0903,0.01,0.53,0.05
P-0904,0.01,0.76,0.28
P-0905,0.01,0.33,0.01
P-0906,0.01,0.50,0.32
P-0907,0.01,0.47,0.31
P-0908,0.01,0.70,0.19
P-0909,0.01,0.68,0.37
P-0910,0.01,0.34,0.24
P-0911,0.01,0.68,0.25
P-0912,0.01,0.38,0.22
P-0913,0.01,0.76,0.01
P-0914,0.01,0.46,0.01
P-0915,0.01,0.51,0.22
P-0916,0.01,0.35,0.14
P-0917,0.01,0.48,0.01
P-0918,0.01,0.61,0.35
P-0919,0.01,0.67,0.32
P-0920,0.01,0.27,0.32
P-0921,0.01,0.37,0.09
P-0922,0.01,0.58,0.08
P-0923,0.01,0.39,0.18
P-0924,0.01,0.50,0.14
P-0925,0.01,0.36,0.17
P-0926,0.01,0.43,0.01
P-0927,0.01,0.55,0.17
P-0928,0.01,0.63,0.38
P-0929,0.01,0.57,0.31
P-0930,0.01,0.89,0.27
P-0931,0.01,0.43,0.44
P-0932,0.01,0.48,0.12
P-0933,0.01,0.70,0.24
P-0934,0.01,0.77,0.30
P-0935,0.01,0.19,0.01
P-0936,0.01,0.63,0.38
P-0937,0.01,0.41,0.13
P-0938,0.01,0.77,0.22
P-0939,0.01,0.34,0.11
P-0940,0.01,0.59,0.14
P-0941,0.01,0.57,0.45
P-0942,0.01,0.67,0.01
P-0943,0.01,0.38,0.01
P-0944,0.01,0.68,0.22
P-0945,0.01,0.51,0.22
P-0946,0.01,0.59,0.28
P-0947,0.01,0.55,0.46
P-0948,0.01,0.38,0.09
P-0949,0.01,0.48,0.28
P-0950,0.01,0.68,0.31
P-0951,0.01,0.39,0.24
P-0952,0.01,0.62,0.15
P-0953,0.01,0.46,0.07
P-0954,0.01,0.54,0.36
P-0955,0.01,0.76,0.31
P-0956,0.01,0.36,0.20
P-0957,0.01,0.71,0.27
P-0958,0.01,0.76,0.24
P-0959,0.01,0.77,0.35
P-0960,0.01,0.72,0.09
P-0961,0.01,0.47,0.07
P-0962,0.01,0.63,0.43
P-0963,0.01,0.61,0.40
P-0964,0.01,0.53,0.18
P-0965,0.01,0.79,0.01
P-0966,0.01,0.38,0.09
P-0967,0.01,0.49,0.05
P-0968,0.01,0.28,0.19
P-0969,0.01,0.33,0.16
P-0970,0.01,0.64,0.33
P-0971,0.01,0.60,0.52
P-0972,0.01,0.29,0.49
P-0973,0.01,0.63,0.11
P-0974,0.01,0.60,0.16
P-0975,0.01,0.65,0.09
P-0976,0.01,0.54,0.40
P-0977,0.01,0.57,0.05
P-0978,0.01,0.34,0.21
P-0979,0.01,0.54,0.29
P-0980,0.01,0.60,0.14
P-0981,0.01,0.71,0.31
P-0982,0.01,0.26,0.09
P-0983,0.01,0.46,0.15
P-0984,0.01,0.44,0.20
P-0985,0.01,0.57,0.33
P-0986,0.01,0.53,0.17
P-0987,0.01,0.28,0.02
P-0988,0.01,0.67,0.23
P-0989,0.01,0.61,0.01
P-0990,0.01,0.66,0.37
P-0991,0.01,0.49,0.11
P-0992,0.01,0.42,0.30
P-0993,0.01,0.35,0.15
P-0994,0.01,0.46,0.15
P-0995,0.01,0.35,0.14
P-0996,0.01,0.31,0.33
P-0997,0.01,0.52,0.16
P-0998,0.01,0.59,0.37
P-0999,0.01,0.33,0.02
P-1000,0.01,0.43,0.12
P-1001,0.01,0.64,0.32
P-1002,0.01,0.36,0.01
P-1003,0.01,0.55,0.23
P-1004,0.01,0.27,0.01
P-1005,0.01,0.35,0.13
P-1006,0.01,0.36,0.11
P-1007,0.01,0.29,0.01
P-1008,0.01,0.48,0.14
P-1009,0.01,0.32,0.10
P-1010,0.01,0.56,0.39
P-1011,0.01,0.62,0.17
P-1012,0.01,0.62,0.10
P-1013,0.01,0.52,0.11
P-1014,0.01,0.64,0.26
P-1015,0.01,0.56,0.01
P-1016,0.01,0.28,0.12
P-1017,0.01,0.30,0.15
P-1018,0.01,0.52,0.14
P-1019,0.01,0.42,0.14
P-1020,0.01,0.60,0.10
P-1021,0.01,0.62,0.03
P-1022,0.01,0.49,0.13
P-1023,0.01,0.49,0.35
P-1024,0.01,0.68,0.12
P-1025,0.01,0.51,0.30
P-1026,0.01,0.67,0.26
P-1027,0.01,0.40,0.17
P-1028,0.01,0.55,0.14
P-1029,0.01,0.49,0.29
P-1030,0.01,0.46,0.14
P-1031,0.01,0.47,0.24
P-1032,0.01,0.48,0.27
P-1033,0.01,0.66,0.26
P-1034,0.01,0.60,0.12
P-1035,0.01,0.65,0.59
P-1036,0.01,0.51,0.01
P-1037,0.01,0.62,0.41
P-1038,0.01,0.65,0.15
P-1039,0.01,0.38,0.25
P-1040,0.01,0.49,0.27
P-1041,0.01,0.51,0.26
P-1042,0.01,0.46,0.06
P-1043,0.01,0.46,0.10
P-1044,0.01,0.55,0.23
P-1045,0.01,0.44,0.44
P-1046,0.01,0.29,0.01
P-1047,0.01,0.61,0.31
P-1048,0.01,0.67,0.37
P-1049,0.01,0.48,0.23
P-1050,0.01,0.52,0.30
P-1051,0.01,0.65,0.46
P-1052,0.01,0.77,0.31
P-1053,0.01,0.71,0.22
P-1054,0.01,0.38,0.45
P-1055,0.01,0.79,0.31
P-1056,0.01,0.26,0.01
P-1057,0.01,0.29,0.13
P-1058,0.01,0.39,0.02
P-1059,0.01,0.26,0.21
P-1060,0.01,0.48,0.25
P-1061,0.01,0.58,0.12
P-1062,0.01,0.55,0.43
P-1063,0.01,0.79,0.21
P-1064,0.01,0.52,0.03
P-1065,0.01,0.43,0.21
P-1066,0.01,0.49,0.52
P-1067,0.01,0.63,0.13
P-1068,0.01,0.60,0.01
P-1069,0.01,0.52,0.32
P-1070,0.01,0.51,0.11
P-1071,0.01,0.56,0.22
P-1072,0.01,0.52,0.18
P-1073,0.01,0.59,0.26
P-1074,0.01,0.42,0.31
P-1075,0.01,0.50,0.15
P-1076,0.01,0.60,0.25
P-1077,0.01,0.59,0.23
P-1078,0.01,0.65,0.22
P-1079,0.01,0.70,0.24
P-1080,0.01,0.48,0.23
P-1081,0.01,0.44,0.33
P-1082,0.01,0.56,0.25
P-1083,0.01,0.54,0.18
P-1084,0.01,0.31,0.31
P-1085,0.01,0.35,0.17
P-1086,0.01,0.54,0.25
P-1087,0.01,0.51,0.22
P-1088,0.01,0.58,0.33
P-1089,0.01,0.51,0.29
P-1090,0.01,0.59,0.27
P-1091,0.01,0.64,0.43
P-1092,0.01,0.32,0.45
P-1093,0.01,0.28,0.03
P-1094,0.01,0.62,0.45
P-1095,0.01,0.55,0.37
P-1096,0.01,0.51,0.06
P-1097,0.01,0.71,0.29
P-1098,0.01,0.58,0.07
P-1099,0.01,0.48,0.18
P-1100,0.01,0.51,0.34
P-1101,0.01,0.64,0.23
P-1102,0.01,0.54,0.10
P-1103,0.01,0.46,0.37
P-1104,0.01,0.64,0.19
P-1105,0.01,0.61,0.13
P-1106,0.01,0.55,0.30
P-1107,0.01,0.38,0.13
P-1108,0.01,0.66,0.19
P-1109,0.01,0.33,0.13
P-1110,0.01,0.69,0.12
P-1111,0.01,0.16,0.02
P-1112,0.01,0.43,0.09
P-1113,0.01,0.54,0.24
P-1114,0.01,0.49,0.14
P-1115,0.01,0.50,0.39
P-1116,0.01,0.60,0.41
P-1117,0.01,0.55,0.51
P-1118,0.01,0.66,0.26
P-1119,0.01,0.37,0.01
P-1120,0.01,0.36,0.44
P-1121,0.01,0.50,0.14
P-1122,0.01,0.52,0.01
P-1123,0.01,0.38,0.12
P-1124,0.01,0.65,0.22
P-1125,0.01,0.67,0.14
P-1126,0.01,0.43,0.01
P-1127,0.01,0.36,0.29
P-1128,0.01,0.39,0.17
P-1129,0.01,0.37,0.28
P-1130,0.01,0.58,0.14
P-1131,0.01,0.31,0.25
P-1132,0.01,0.49,0.03
P-1133,0.01,0.51,0.23
P-1134,0.01,0.34,0.01
P-1135,0.01,0.44,0.01
P-1136,0.01,0.28,0.23
P-1137,0.01,0.59,0.21
P-1138,0.01,0.42,0.30
P-1139,0.01,0.61,0.10
P-1140,0.01,0.49,0.20
P-1141,0.01,0.59,0.14
P-1142,0.01,0.47,0.25
P-1143,0.01,0.64,0.29
P-1144,0.01,0.43,0.10
P-1145,0.01,0.50,0.42
P-1146,0.01,0.43,0.05
P-1147,0.01,0.43,0.26
P-1148,0.01,0.47,0.28
P-1149,0.01,0.46,0.14
P-1150,0.01,0.41,0.16
P-1151,0.01,0.71,0.40
P-1152,0.01,0.44,0.36
P-1153,0.01,0.46,0.01
P-1154,0.01,0.68,0.36
P-1155,0.01,0.62,0.48
P-1156,0.01,0.58,0.12
P-1157,0.01,0.40,0.30
P-1158,0.01,0.44,0.28
P-1159,0.01,0.67,0.17
P-1160,0.01,0.91,0.24
P-1161,0.01,0.41,0.18
P-1162,0.01,0.57,0.19
P-1163,0.01,0.34,0.01
P-1164,0.01,0.42,0.18
P-1165,0.01,0.50,0.15
P-1166,0.01,0.51,0.35
P-1167,0.01,0.38,0.31
P-1168,0.01,0.69,0.48
P-1169,0.01,0.60,0.16
P-1170,0.01,0.40,0.36
P-1171,0.01,0.65,0.44
P-1172,0.01,0.38,0.02
P-1173,0.01,0.35,0.21
P-1174,0.01,0.60,0.14
P-1175,0.01,0.52,0.36
P-1176,0.01,0.55,0.06
P-1177,0.01,0.59,0.10
P-1178,0.01,0.59,0.28
P-1179,0.01,0.55,0.52
P-1180,0.01,0.57,0.34
P-1181,0.01,0.73,0.08
P-1182,0.01,0.58,0.13
P-1183,0.01,0.42,0.01
P-1184,0.01,0.53,0.01
P-1185,0.01,0.54,0.06
P-1186,0.01,0.71,0.30
P-1187,0.01,0.58,0.45
P-1188,0.01,0.68,0.21
P-1189,0.01,0.40,0.23
P-1190,0.01,0.66,0.06
P-1191,0.01,0.29,0.18
P-1192,0.01,0.72,0.25
P-1193,0.01,0.60,0.38
P-1194,0.01,0.53,0.10
P-1195,0.01,0.65,0.20
P-1196,0.01,0.49,0.43
P-1197,0.01,0.56,0.18
P-1198,0.01,0.58,0.22
P-1199,0.01,0.73,0.38
P-1200,0.01,0.67,0.21
