id,DT,NFC,SM
P-3281,0.01,0.27,0.14
P-3282,0.01,0.65,0.29
P-3283,0.01,0.65,0.03
P-3284,0.01,0.51,0.01
P-3285,0.01,0.31,0.01
P-3286,0.01,0.56,0.06
P-3287,0.01,0.58,0.33
P-3288,0.01,0.36,0.09
P-3289,0.01,0.43,0.21
P-3290,0.01,0.30,0.34
P-3291,0.01,0.24,0.25
P-3292,0.01,0.55,0.26
P-3293,0.01,0.43,0.25
P-3294,0.01,0.34,0.05
P-3295,0.01,0.53,0.10
P-3296,0.01,0.46,0.25
P-3297,0.01,0.59,0.38
P-3298,0.01,0.44,0.27
P-3299,0.01,0.35,0.10
P-3300,0.01,0.49,0.33
P-3301,0.01,0.37,0.06
P-3302,0.01,0.39,0.21
P-3303,0.01,0.49,0.23
P-3304,0.01,0.61,0.16
P-3305,0.01,0.40,0.30
P-3306,0.01,0.61,0.01
P-3307,0.01,0.54,0.12
P-3308,0.01,0.53,0.04
P-3309,0.01,0.50,0.55
P-3310,0.01,0.48,0.11
P-3311,0.01,0.40,0.13
P-3312,0.01,0.61,0.33
P-3313,0.01,0.46,0.01
P-3314,0.01,0.18,0.17
P-3315,0.01,0.41,0.16
P-3316,0.01,0.52,0.40
P-3317,0.01,0.43,0.24
P-3318,0.01,0.23,0.18
P-3319,0.01,0.65,0.23
P-3320,0.01,0.76,0.20
P-3321,0.01,0.60,0.17
P-3322,0.01,0.40,0.16
P-3323,0.01,0.66,0.15
P-3324,0.01,0.40,0.42
P-3325,0.01,0.54,0.17
P-3326,0.01,0.43,0.12
P-3327,0.01,0.52,0.35
P-3328,0.01,0.55,0.21
P-3329,0.01,0.27,0.14
P-3330,0.01,0.41,0.06
P-3331,0.01,0.34,0.19
P-3332,0.01,0.54,0.23
P-3333,0.01,0.44,0.29
P-3334,0.01,0.39,0.42
P-3335,0.01,0.52,0.30
P-3336,0.01,0.38,0.16
P-3337,0.01,0.35,0.03
P-3338,0.01,0.40,0.11
P-3339,0.01,0.79,0.20
P-3340,0.01,0.68,0.26
P-3341,0.01,0.59,0.07
P-3342,0.01,0.34,0.01
P-3343,0.01,0.59,0.61
P-3344,0.01,0.66,0.36
P-3345,0.01,0.79,0.45
P-3346,0.01,0.66,0.19
P-3347,0.01,0.74,0.49
P-3348,0.01,0.66,0.37
P-3349,0.01,0.67,0.11
P-3350,0.01,0.35,0.24
P-3351,0.01,0.31,0.29
P-3352,0.01,0.67,0.32
P-3353,0.01,0.45,0.07
P-3354,0.01,0.32,0.11
P-3355,0.01,0.62,0.06
P-3356,0.01,0.46,0.11
P-3357,0.01,0.31,0.01
P-3358,0.01,0.42,0.05
P-3359,0.01,0.63,0.23
P-3360,0.01,0.34,0.03
P-3361,0.01,0.46,0.24
P-3362,0.01,0.38,0.31
P-3363,0.01,0.47,0.21
P-3364,0.01,0.48,0.24
P-3365,0.01,0.52,0.07
P-3366,0.01,0.47,0.37
P-3367,0.01,0.63,0.46
P-3368,0.01,0.66,0.28
P-3369,0.01,0.65,0.11
P-3370,0.01,0.37,0.10
P-3371,0.01,0.49,0.25
P-3372,0.01,0.48,0.15
P-3373,0.13,0.39,0.35
P-3374,0.01,0.27,0.20
P-3375,0.01,0.57,0.23
P-3376,0.01,0.66,0.15
P-3377,0.01,0.51,0.12
P-3378,0.01,0.63,0.18
P-3379,0.01,0.33,0.03
P-3380,0.01,0.58,0.23
P-3381,0.01,0.55,0.29
P-3382,0.17,0.14,0.01
P-3383,0.01,0.45,0.16
P-3384,0.01,0.55,0.39
P-3385,0.01,0.33,0.04
P-3386,0.01,0.57,0.17
P-3387,0.01,0.65,0.29
P-3388,0.01,0.55,0.16
P-3389,0.01,0.55,0.36
P-3390,0.01,0.53,0.20
P-3391,0.01,0.31,0.34
P-3392,0.12,0.25,0.20
P-3393,0.01,0.63,0.25
P-3394,0.01,0.23,0.01
P-3395,0.01,0.41,0.26
P-3396,0.01,0.60,0.47
P-3397,0.01,0.51,0.30
P-3398,0.01,0.70,0.39
P-3399,0.01,0.50,0.21
P-3400,0.01,0.24,0.01
P-3401,0.01,0.46,0.06
P-3402,0.01,0.55,0.11
P-3403,0.01,0.34,0.26
P-3404,0.01,0.52,0.07
P-3405,0.01,0.59,0.23
P-3406,0.01,0.48,0.43
P-3407,0.01,0.60,0.01
P-3408,0.01,0.54,0.21
P-3409,0.01,0.68,0.17
P-3410,0.01,0.55,0.32
P-3411,0.01,0.46,0.03
P-3412,0.01,0.70,0.21
P-3413,0.01,0.59,0.23
P-3414,0.01,0.73,0.26
P-3415,0.01,0.41,0.16
P-3416,0.01,0.59,0.36
P-3417,0.01,0.69,0.23
P-3418,0.01,0.82,0.41
P-3419,0.01,0.38,0.16
P-3420,0.01,0.54,0.21
P-3421,0.01,0.26,0.13
P-3422,0.02,0.32,0.20
P-3423,0.01,0.66,0.26
P-3424,0.01,0.33,0.10
P-3425,0.01,0.51,0.11
P-3426,0.01,0.61,0.22
P-3427,0.01,0.39,0.17
P-3428,0.01,0.72,0.50
P-3429,0.01,0.57,0.24
P-3430,0.01,0.38,0.09
P-3431,0.01,0.30,0.05
P-3432,0.01,0.48,0.47
P-3433,0.01,0.60,0.07
P-3434,0.01,0.65,0.23
P-3435,0.01,0.56,0.39
P-3436,0.01,0.42,0.28
P-3437,0.01,0.66,0.11
P-3438,0.01,0.62,0.34
P-3439,0.01,0.43,0.01
P-3440,0.01,0.48,0.09
P-3441,0.01,0.81,0.21
P-3442,0.01,0.17,0.15
P-3443,0.01,0.44,0.01
P-3444,0.01,0.53,0.40
P-3445,0.01,0.24,0.05
P-3446,0.01,0.59,0.30
P-3447,0.01,0.42,0.31
P-3448,0.01,0.57,0.23
P-3449,0.01,0.62,0.29
P-3450,0.01,0.73,0.24
P-3451,0.01,0.59,0.16
P-3452,0.01,0.58,0.11
P-3453,0.01,0.48,0.01
P-3454,0.01,0.40,0.08
P-3455,0.01,0.54,0.50
P-3456,0.01,0.30,0.01
P-3457,0.01,0.60,0.36
P-3458,0.20,0.50,0.35
P-3459,0.01,0.54,0.09
P-3460,0.01,0.23,0.01
P-3461,0.01,0.50,0.20
P-3462,0.02,0.42,0.05
P-3463,0.01,0.36,0.33
P-3464,0.01,0.26,0.09
P-3465,0.01,0.40,0.01
P-3466,0.01,0.36,0.15
P-3467,0.01,0.40,0.24
P-3468,0.01,0.70,0.41
P-3469,0.01,0.43,0.02
P-3470,0.01,0.69,0.44
P-3471,0.01,0.26,0.14
P-3472,0.01,0.45,0.15
P-3473,0.01,0.51,0.09
P-3474,0.01,0.35,0.08
P-3475,0.01,0.32,0.01
P-3476,0.01,0.73,0.30
P-3477,0.01,0.48,0.15
P-3478,0.01,0.45,0.12
P-3479,0.01,0.62,0.34
P-3480,0.01,0.33,0.32
P-3481,0.01,0.47,0.22
P-3482,0.01,0.34,0.19
P-3483,0.01,0.29,0.01
P-3484,0.01,0.40,0.16
P-3485,0.01,0.55,0.11
P-3486,0.01,0.51,0.31
P-3487,0.01,0.88,0.37
P-3488,0.01,0.32,0.19
P-3489,0.01,0.48,0.17
P-3490,0.01,0.41,0.26
P-3491,0.01,0.50,0.18
P-3492,0.01,0.45,0.21
P-3493,0.01,0.64,0.19
P-3494,0.01,0.67,0.45
P-3495,0.01,0.73,0.23
P-3496,0.01,0.50,0.23
P-3497,0.01,0.80,0.47
P-3498,0.01,0.75,0.23
P-3499,0.01,0.20,0.11
P-3500,0.02,0.66,0.13
P-3501,0.01,0.63,0.11
P-3502,0.01,0.49,0.28
P-3503,0.01,0.47,0.01
P-3504,0.01,0.42,0.29
P-3505,0.01,0.54,0.22
P-3506,0.01,0.72,0.48
P-3507,0.01,0.49,0.22
P-3508,0.01,0.35,0.11
P-3509,0.01,0.56,0.14
P-3510,0.01,0.43,0.16
P-3511,0.01,0.35,0.01
P-3512,0.01,0.40,0.29
P-3513,0.01,0.60,0.22
P-3514,0.01,0.65,0.21
P-3515,0.01,0.35,0.10
P-3516,0.01,0.44,0.17
P-3517,0.01,0.77,0.39
P-3518,0.01,0.60,0.25
P-3519,0.01,0.43,0.10
P-3520,0.01,0.58,0.49
P-3521,0.01,0.60,0.48
P-3522,0.01,0.43,0.05
P-3523,0.01,0.49,0.24
P-3524,0.01,0.61,0.17
P-3525,0.01,0.82,0.46
P-3526,0.01,0.46,0.04
P-3527,0.01,0.34,0.13
P-3528,0.01,0.54,0.44
P-3529,0.01,0.62,0.28
P-3530,0.01,0.51,0.43
P-3531,0.01,0.62,0.07
P-3532,0.01,0.65,0.33
P-3533,0.01,0.50,0.09
P-3534,0.01,0.41,0.07
P-3535,0.01,0.65,0.18
P-3536,0.01,0.51,0.29
P-3537,0.01,0.27,0.11
P-3538,0.01,0.53,0.25
P-3539,0.01,0.60,0.31
P-3540,0.01,0.44,0.15
P-3541,0.01,0.11,0.07
P-3542,0.01,0.56,0.01
P-3543,0.01,0.46,0.24
P-3544,0.01,0.50,0.48
P-3545,0.01,0.41,0.21
P-3546,0.01,0.63,0.40
P-3547,0.01,0.53,0.25
P-3548,0.01,0.58,0.28
P-3549,0.01,0.45,0.02
P-3550,0.01,0.51,0.13
P-3551,0.01,0.47,0.14
P-3552,0.01,0.46,0.20
P-3553,0.01,0.43,0.41
P-3554,0.01,0.56,0.03
P-3555,0.01,0.44,0.37
P-3556,0.01,0.53,0.10
P-3557,0.01,0.42,0.25
P-3558,0.01,0.41,0.02
P-3559,0.01,0.55,0.03
P-3560,0.01,0.58,0.17
P-3561,0.01,0.58,0.21
P-3562,0.01,0.72,0.55
P-3563,0.01,0.46,0.41
P-3564,0.01,0.26,0.11
P-3565,0.01,0.46,0.14
P-3566,0.01,0.48,0.24
P-3567,0.01,0.66,0.07
P-3568,0.01,0.62,0.34
P-3569,0.01,0.50,0.34
P-3570,0.01,0.43,0.09
P-3571,0.01,0.74,0.54
P-3572,0.01,0.50,0.27
P-3573,0.01,0.43,0.24
P-3574,0.01,0.31,0.37
P-3575,0.01,0.54,0.16
P-3576,0.01,0.60,0.27
P-3577,0.01,0.59,0.10
P-3578,0.01,0.68,0.10
P-3579,0.01,0.22,0.21
P-3580,0.01,0.60,0.07
P-3581,0.01,0.56,0.31
P-3582,0.01,0.55,0.26
P-3583,0.01,0.26,0.39
P-3584,0.01,0.63,0.35
P-3585,0.01,0.40,0.30
P-3586,0.01,0.72,0.26
P-3587,0.01,0.36,0.07
P-3588,0.01,0.56,0.25
P-3589,0.01,0.55,0.16
P-3590,0.01,0.54,0.08
P-3591,0.01,0.70,0.11
P-3592,0.01,0.58,0.01
P-3593,0.01,0.48,0.01
P-3594,0.01,0.75,0.35
P-3595,0.01,0.59,0.22
P-3596,0.01,0.61,0.19
P-3597,0.01,0.37,0.07
P-3598,0.01,0.60,0.38
P-3599,0.01,0.31,0.02
P-3600,0.01,0.41,0.19
